entrant_level,campus,fall_term,count_type,ethnicity,n
freshman,Los Angeles,2021,Enr,Pacific Islander,20
freshman,Los Angeles,2022,Enr,Pacific Islander,30
freshman,Los Angeles,2023,Enr,Pacific Islander,35
freshman,Los Angeles,2024,Enr,Pacific Islander,26
freshman,Los Angeles,2025,Enr,Pacific Islander,21
freshman,Los Angeles,2017,Enr,White,1583
freshman,Los Angeles,2018,Enr,White,1596
freshman,Los Angeles,2019,Enr,White,1468
freshman,Los Angeles,2020,Enr,White,1594
freshman,Los Angeles,2021,Enr,White,1688
freshman,Los Angeles,2022,Enr,White,1624
freshman,Los Angeles,2023,Enr,White,1484
freshman,Los Angeles,2024,Enr,White,1353
freshman,Los Angeles,2025,Enr,White,1299
freshman,Los Angeles,2017,Enr,Unknown,208
freshman,Los Angeles,2018,Enr,Unknown,242
freshman,Los Angeles,2019,Enr,Unknown,197
freshman,Los Angeles,2020,Enr,Unknown,251
freshman,Los Angeles,2021,Enr,Unknown,233
freshman,Los Angeles,2022,Enr,Unknown,217
freshman,Los Angeles,2023,Enr,Unknown,218
freshman,Los Angeles,2024,Enr,Unknown,245
freshman,Los Angeles,2025,Enr,Unknown,313
freshman,Los Angeles,2017,Enr,International,664
freshman,Los Angeles,2018,Enr,International,652
freshman,Los Angeles,2019,Enr,International,541
freshman,Los Angeles,2020,Enr,International,480
freshman,Los Angeles,2021,Enr,International,685
freshman,Los Angeles,2022,Enr,International,454
freshman,Los Angeles,2023,Enr,International,453
freshman,Los Angeles,2024,Enr,International,494
freshman,Los Angeles,2025,Enr,International,567
freshman,Merced,2017,App,African American,1557
freshman,Merced,2018,App,African American,1669
freshman,Merced,2019,App,African American,1644
freshman,Merced,2020,App,African American,1704
freshman,Merced,2021,App,African American,1941
freshman,Merced,2022,App,African American,2082
freshman,Merced,2023,App,African American,2025
freshman,Merced,2024,App,African American,2082
freshman,Merced,2025,App,African American,2948
freshman,Merced,2017,App,American Indian,82
freshman,Merced,2018,App,American Indian,78
freshman,Merced,2019,App,American Indian,76
freshman,Merced,2020,App,American Indian,79
freshman,Merced,2021,App,American Indian,75
freshman,Merced,2022,App,American Indian,111
freshman,Merced,2023,App,American Indian,115
freshman,Merced,2024,App,American Indian,132
freshman,Merced,2025,App,American Indian,205
freshman,Merced,2017,App,Asian,5441
freshman,Merced,2018,App,Asian,6022
freshman,Merced,2019,App,Asian,6380
freshman,Merced,2020,App,Asian,6294
freshman,Merced,2021,App,Asian,7624
freshman,Merced,2022,App,Asian,8946
freshman,Merced,2023,App,Asian,9269
freshman,Merced,2024,App,Asian,9401
freshman,Merced,2025,App,Asian,15808
freshman,Merced,2017,App,Hispanic/Latino(a),11204
freshman,Merced,2018,App,Hispanic/Latino(a),13028
freshman,Merced,2019,App,Hispanic/Latino(a),12918
freshman,Merced,2020,App,Hispanic/Latino(a),13231
freshman,Merced,2021,App,Hispanic/Latino(a),12793
freshman,Merced,2022,App,Hispanic/Latino(a),12407
freshman,Merced,2023,App,Hispanic/Latino(a),12029
freshman,Merced,2024,App,Hispanic/Latino(a),12223
freshman,Merced,2025,App,Hispanic/Latino(a),19235
freshman,Merced,2017,App,Pacific Islander,71
freshman,Merced,2018,App,Pacific Islander,100
freshman,Merced,2019,App,Pacific Islander,88
freshman,Merced,2020,App,Pacific Islander,71
freshman,Merced,2021,App,Pacific Islander,90
freshman,Merced,2022,App,Pacific Islander,95
freshman,Merced,2023,App,Pacific Islander,89
freshman,Merced,2024,App,Pacific Islander,92
freshman,Merced,2025,App,Pacific Islander,140
freshman,Merced,2017,App,White,2400
freshman,Merced,2018,App,White,2395
freshman,Merced,2019,App,White,2347
freshman,Merced,2020,App,White,2351
freshman,Merced,2021,App,White,2876
freshman,Merced,2022,App,White,3351
freshman,Merced,2023,App,White,3247
freshman,Merced,2024,App,White,3001
freshman,Merced,2025,App,White,4925
freshman,Merced,2017,App,Unknown,516
freshman,Merced,2018,App,Unknown,631
freshman,Merced,2019,App,Unknown,577
freshman,Merced,2020,App,Unknown,656
freshman,Merced,2021,App,Unknown,571
freshman,Merced,2022,App,Unknown,612
freshman,Merced,2023,App,Unknown,648
freshman,Merced,2024,App,Unknown,883
freshman,Merced,2025,App,Unknown,1262
freshman,Merced,2017,App,International,1305
freshman,Merced,2018,App,International,1208
freshman,Merced,2019,App,International,1394
freshman,Merced,2020,App,International,1537
freshman,Merced,2021,App,International,1823
freshman,Merced,2022,App,International,2316
freshman,Merced,2023,App,International,2810
freshman,Merced,2024,App,International,4114
freshman,Merced,2025,App,International,4843
freshman,Merced,2017,Adm,African American,888
freshman,Merced,2018,Adm,African American,909
freshman,Merced,2019,Adm,African American,1000
freshman,Merced,2020,Adm,African American,1289
freshman,Merced,2021,Adm,African American,1542
freshman,Merced,2022,Adm,African American,1737
freshman,Merced,2023,Adm,African American,1628
freshman,Merced,2024,Adm,African American,1774
freshman,Merced,2025,Adm,African American,2693
freshman,Merced,2017,Adm,American Indian,62
freshman,Merced,2018,Adm,American Indian,60
freshman,Merced,2019,Adm,American Indian,57
freshman,Merced,2020,Adm,American Indian,67
freshman,Merced,2021,Adm,American Indian,67
freshman,Merced,2022,Adm,American Indian,93
freshman,Merced,2023,Adm,American Indian,97
freshman,Merced,2024,Adm,American Indian,122
freshman,Merced,2025,Adm,American Indian,198
freshman,Merced,2017,Adm,Asian,4321
freshman,Merced,2018,Adm,Asian,4579
freshman,Merced,2019,Adm,Asian,5208
freshman,Merced,2020,Adm,Asian,5713
freshman,Merced,2021,Adm,Asian,6971
freshman,Merced,2022,Adm,Asian,8410
freshman,Merced,2023,Adm,Asian,8657
freshman,Merced,2024,Adm,Asian,8844
freshman,Merced,2025,Adm,Asian,15381
freshman,Merced,2017,Adm,Hispanic/Latino(a),7452
freshman,Merced,2018,Adm,Hispanic/Latino(a),8246
freshman,Merced,2019,Adm,Hispanic/Latino(a),8893
freshman,Merced,2020,Adm,Hispanic/Latino(a),11303
freshman,Merced,2021,Adm,Hispanic/Latino(a),11165
freshman,Merced,2022,Adm,Hispanic/Latino(a),11239
freshman,Merced,2023,Adm,Hispanic/Latino(a),10743
freshman,Merced,2024,Adm,Hispanic/Latino(a),11137
freshman,Merced,2025,Adm,Hispanic/Latino(a),18289
freshman,Merced,2017,Adm,Pacific Islander,49
freshman,Merced,2018,Adm,Pacific Islander,65
freshman,Merced,2019,Adm,Pacific Islander,55
freshman,Merced,2020,Adm,Pacific Islander,60
freshman,Merced,2021,Adm,Pacific Islander,75
freshman,Merced,2022,Adm,Pacific Islander,86
freshman,Merced,2023,Adm,Pacific Islander,70
freshman,Merced,2024,Adm,Pacific Islander,83
freshman,Merced,2025,Adm,Pacific Islander,133
freshman,Merced,2017,Adm,White,1941
freshman,Merced,2018,Adm,White,1813
freshman,Merced,2019,Adm,White,1977
freshman,Merced,2020,Adm,White,2119
freshman,Merced,2021,Adm,White,2643
freshman,Merced,2022,Adm,White,3148
freshman,Merced,2023,Adm,White,3024
freshman,Merced,2024,Adm,White,2808
freshman,Merced,2025,Adm,White,4773
freshman,Merced,2017,Adm,Unknown,368
freshman,Merced,2018,Adm,Unknown,409
freshman,Merced,2019,Adm,Unknown,423
freshman,Merced,2020,Adm,Unknown,563
freshman,Merced,2021,Adm,Unknown,522
freshman,Merced,2022,Adm,Unknown,568
freshman,Merced,2023,Adm,Unknown,602
freshman,Merced,2024,Adm,Unknown,832
freshman,Merced,2025,Adm,Unknown,1225
freshman,Merced,2017,Adm,International,581
freshman,Merced,2018,Adm,International,547
freshman,Merced,2019,Adm,International,681
freshman,Merced,2020,Adm,International,868
freshman,Merced,2021,Adm,International,1084
freshman,Merced,2022,Adm,International,1485
freshman,Merced,2023,Adm,International,1777
freshman,Merced,2024,Adm,International,3306
freshman,Merced,2025,Adm,International,3873
freshman,Merced,2017,Enr,African American,160
freshman,Merced,2018,Enr,African American,147
freshman,Merced,2019,Enr,African American,134
freshman,Merced,2020,Enr,African American,150
freshman,Merced,2021,Enr,African American,188
freshman,Merced,2022,Enr,African American,197
freshman,Merced,2023,Enr,African American,213
freshman,Merced,2024,Enr,African American,205
freshman,Merced,2025,Enr,African American,170
freshman,Merced,2017,Enr,American Indian,13
freshman,Merced,2018,Enr,American Indian,10
freshman,Merced,2019,Enr,American Indian,5
freshman,Merced,2020,Enr,American Indian,9
freshman,Merced,2022,Enr,American Indian,6
freshman,Merced,2023,Enr,American Indian,14
freshman,Merced,2024,Enr,American Indian,16
freshman,Merced,2025,Enr,American Indian,16
freshman,Merced,2017,Enr,Asian,432
freshman,Merced,2018,Enr,Asian,452
freshman,Merced,2019,Enr,Asian,438
freshman,Merced,2020,Enr,Asian,311
freshman,Merced,2021,Enr,Asian,588
freshman,Merced,2022,Enr,Asian,686
freshman,Merced,2023,Enr,Asian,646
freshman,Merced,2024,Enr,Asian,549
freshman,Merced,2025,Enr,Asian,443
freshman,Merced,2017,Enr,Hispanic/Latino(a),1441
freshman,Merced,2018,Enr,Hispanic/Latino(a),1380
freshman,Merced,2019,Enr,Hispanic/Latino(a),1328
freshman,Merced,2020,Enr,Hispanic/Latino(a),1308
freshman,Merced,2021,Enr,Hispanic/Latino(a),1358
freshman,Merced,2022,Enr,Hispanic/Latino(a),1231
freshman,Merced,2023,Enr,Hispanic/Latino(a),1298
freshman,Merced,2024,Enr,Hispanic/Latino(a),1088
freshman,Merced,2025,Enr,Hispanic/Latino(a),1136
freshman,Merced,2017,Enr,Pacific Islander,6
freshman,Merced,2018,Enr,Pacific Islander,8
freshman,Merced,2019,Enr,Pacific Islander,7
freshman,Merced,2021,Enr,Pacific Islander,9
freshman,Merced,2022,Enr,Pacific Islander,6
freshman,Merced,2024,Enr,Pacific Islander,10
freshman,Merced,2025,Enr,Pacific Islander,6
freshman,Merced,2017,Enr,White,193
freshman,Merced,2018,Enr,White,169
freshman,Merced,2019,Enr,White,145
freshman,Merced,2020,Enr,White,129
freshman,Merced,2021,Enr,White,213
freshman,Merced,2022,Enr,White,225
freshman,Merced,2023,Enr,White,211
freshman,Merced,2024,Enr,White,173
freshman,Merced,2025,Enr,White,166
freshman,Merced,2017,Enr,Unknown,39
freshman,Merced,2018,Enr,Unknown,40
freshman,Merced,2019,Enr,Unknown,36
freshman,Merced,2020,Enr,Unknown,33
freshman,Merced,2021,Enr,Unknown,43
freshman,Merced,2022,Enr,Unknown,31
freshman,Merced,2023,Enr,Unknown,26
freshman,Merced,2024,Enr,Unknown,30
freshman,Merced,2025,Enr,Unknown,22
freshman,Merced,2017,Enr,International,8
freshman,Merced,2018,Enr,International,8
freshman,Merced,2019,Enr,International,12
freshman,Merced,2022,Enr,International,10
freshman,Merced,2024,Enr,International,22
freshman,Merced,2025,Enr,International,23
freshman,Riverside,2017,App,African American,2835
freshman,Riverside,2018,App,African American,3248
freshman,Riverside,2019,App,African American,3032
freshman,Riverside,2020,App,African American,2995
freshman,Riverside,2021,App,African American,3446
freshman,Riverside,2022,App,African American,3274
freshman,Riverside,2023,App,African American,3304
freshman,Riverside,2024,App,African American,3564
freshman,Riverside,2025,App,African American,4383
freshman,Riverside,2017,App,American Indian,166
freshman,Riverside,2018,App,American Indian,151
freshman,Riverside,2019,App,American Indian,136
freshman,Riverside,2020,App,American Indian,145
freshman,Riverside,2021,App,American Indian,113
freshman,Riverside,2022,App,American Indian,159
freshman,Riverside,2023,App,American Indian,200
freshman,Riverside,2024,App,American Indian,209
freshman,Riverside,2025,App,American Indian,269
freshman,Riverside,2017,App,Asian,12835
freshman,Riverside,2018,App,Asian,14741
freshman,Riverside,2019,App,Asian,14931
freshman,Riverside,2020,App,Asian,15322
freshman,Riverside,2021,App,Asian,16855
freshman,Riverside,2022,App,Asian,18685
freshman,Riverside,2023,App,Asian,20038
freshman,Riverside,2024,App,Asian,19730
freshman,Riverside,2025,App,Asian,24768
freshman,Riverside,2017,App,Hispanic/Latino(a),18296
freshman,Riverside,2018,App,Hispanic/Latino(a),20874
freshman,Riverside,2019,App,Hispanic/Latino(a),20396
freshman,Riverside,2020,App,Hispanic/Latino(a),20163
freshman,Riverside,2021,App,Hispanic/Latino(a),20511
freshman,Riverside,2022,App,Hispanic/Latino(a),19849
freshman,Riverside,2023,App,Hispanic/Latino(a),19995
freshman,Riverside,2024,App,Hispanic/Latino(a),21034
freshman,Riverside,2025,App,Hispanic/Latino(a),25827
freshman,Riverside,2017,App,Pacific Islander,97
freshman,Riverside,2018,App,Pacific Islander,114
freshman,Riverside,2019,App,Pacific Islander,121
freshman,Riverside,2020,App,Pacific Islander,96
freshman,Riverside,2021,App,Pacific Islander,116
freshman,Riverside,2022,App,Pacific Islander,117
freshman,Riverside,2023,App,Pacific Islander,118
freshman,Riverside,2024,App,Pacific Islander,104
freshman,Riverside,2025,App,Pacific Islander,150
freshman,Riverside,2017,App,White,4692
freshman,Riverside,2018,App,White,4955
freshman,Riverside,2019,App,White,4946
freshman,Riverside,2020,App,White,4840
freshman,Riverside,2021,App,White,5651
freshman,Riverside,2022,App,White,5899
freshman,Riverside,2023,App,White,5988
freshman,Riverside,2024,App,White,5830
freshman,Riverside,2025,App,White,7233
freshman,Riverside,2017,App,Unknown,1015
freshman,Riverside,2018,App,Unknown,1214
freshman,Riverside,2019,App,Unknown,1046
freshman,Riverside,2020,App,Unknown,1186
freshman,Riverside,2021,App,Unknown,1142
freshman,Riverside,2022,App,Unknown,1096
freshman,Riverside,2023,App,Unknown,1313
freshman,Riverside,2024,App,Unknown,1571
freshman,Riverside,2025,App,Unknown,1856
freshman,Riverside,2017,App,International,3736
freshman,Riverside,2018,App,International,3782
freshman,Riverside,2019,App,International,4908
freshman,Riverside,2020,App,International,4695
freshman,Riverside,2021,App,International,4843
freshman,Riverside,2022,App,International,5605
freshman,Riverside,2023,App,International,5987
freshman,Riverside,2024,App,International,6006
freshman,Riverside,2025,App,International,6377
freshman,Riverside,2017,Adm,African American,1195
freshman,Riverside,2018,Adm,African American,1178
freshman,Riverside,2019,Adm,African American,1174
freshman,Riverside,2020,Adm,African American,1484
freshman,Riverside,2021,Adm,African American,1714
freshman,Riverside,2022,Adm,African American,1759
freshman,Riverside,2023,Adm,African American,1874
freshman,Riverside,2024,Adm,African American,2297
freshman,Riverside,2025,Adm,African American,3413
freshman,Riverside,2017,Adm,American Indian,93
freshman,Riverside,2018,Adm,American Indian,83
freshman,Riverside,2019,Adm,American Indian,76
freshman,Riverside,2020,Adm,American Indian,86
freshman,Riverside,2021,Adm,American Indian,66
freshman,Riverside,2022,Adm,American Indian,102
freshman,Riverside,2023,Adm,American Indian,123
freshman,Riverside,2024,Adm,American Indian,172
freshman,Riverside,2025,Adm,American Indian,243
freshman,Riverside,2017,Adm,Asian,9369
freshman,Riverside,2018,Adm,Asian,10054
freshman,Riverside,2019,Adm,Asian,11078
freshman,Riverside,2020,Adm,Asian,12603
freshman,Riverside,2021,Adm,Asian,12722
freshman,Riverside,2022,Adm,Asian,14496
freshman,Riverside,2023,Adm,Asian,15349
freshman,Riverside,2024,Adm,Asian,16359
freshman,Riverside,2025,Adm,Asian,22547
freshman,Riverside,2017,Adm,Hispanic/Latino(a),7962
freshman,Riverside,2018,Adm,Hispanic/Latino(a),7696
freshman,Riverside,2019,Adm,Hispanic/Latino(a),8709
freshman,Riverside,2020,Adm,Hispanic/Latino(a),10435
freshman,Riverside,2021,Adm,Hispanic/Latino(a),11437
freshman,Riverside,2022,Adm,Hispanic/Latino(a),11735
freshman,Riverside,2023,Adm,Hispanic/Latino(a),12330
freshman,Riverside,2024,Adm,Hispanic/Latino(a),14412
freshman,Riverside,2025,Adm,Hispanic/Latino(a),21505
freshman,Riverside,2017,Adm,Pacific Islander,45
freshman,Riverside,2018,Adm,Pacific Islander,47
freshman,Riverside,2019,Adm,Pacific Islander,58
freshman,Riverside,2020,Adm,Pacific Islander,60
freshman,Riverside,2021,Adm,Pacific Islander,66
freshman,Riverside,2022,Adm,Pacific Islander,77
freshman,Riverside,2023,Adm,Pacific Islander,79
freshman,Riverside,2024,Adm,Pacific Islander,80
freshman,Riverside,2025,Adm,Pacific Islander,129
freshman,Riverside,2017,Adm,White,3327
freshman,Riverside,2018,Adm,White,3157
freshman,Riverside,2019,Adm,White,3449
freshman,Riverside,2020,Adm,White,3764
freshman,Riverside,2021,Adm,White,3955
freshman,Riverside,2022,Adm,White,4250
freshman,Riverside,2023,Adm,White,4343
freshman,Riverside,2024,Adm,White,4661
freshman,Riverside,2025,Adm,White,6526
freshman,Riverside,2017,Adm,Unknown,645
freshman,Riverside,2018,Adm,Unknown,664
freshman,Riverside,2019,Adm,Unknown,661
freshman,Riverside,2020,Adm,Unknown,835
freshman,Riverside,2021,Adm,Unknown,901
freshman,Riverside,2022,Adm,Unknown,846
freshman,Riverside,2023,Adm,Unknown,1009
freshman,Riverside,2024,Adm,Unknown,1326
freshman,Riverside,2025,Adm,Unknown,1714
freshman,Riverside,2017,Adm,International,2038
freshman,Riverside,2018,Adm,International,1941
freshman,Riverside,2019,Adm,International,2779
freshman,Riverside,2020,Adm,International,3255
freshman,Riverside,2021,Adm,International,3576
freshman,Riverside,2022,Adm,International,4298
freshman,Riverside,2023,Adm,International,4651
freshman,Riverside,2024,Adm,International,5036
freshman,Riverside,2025,Adm,International,5235
freshman,Riverside,2017,Enr,African American,244
freshman,Riverside,2018,Enr,African American,223
freshman,Riverside,2019,Enr,African American,229
freshman,Riverside,2020,Enr,African American,276
freshman,Riverside,2021,Enr,African American,259
freshman,Riverside,2022,Enr,African American,295
freshman,Riverside,2023,Enr,African American,322
freshman,Riverside,2024,Enr,African American,363
freshman,Riverside,2025,Enr,African American,472
freshman,Riverside,2018,Enr,American Indian,14
freshman,Riverside,2019,Enr,American Indian,9
freshman,Riverside,2020,Enr,American Indian,11
freshman,Riverside,2021,Enr,American Indian,7
freshman,Riverside,2022,Enr,American Indian,7
freshman,Riverside,2023,Enr,American Indian,11
freshman,Riverside,2024,Enr,American Indian,25
freshman,Riverside,2025,Enr,American Indian,30
freshman,Riverside,2017,Enr,Asian,1814
freshman,Riverside,2018,Enr,Asian,1927
freshman,Riverside,2019,Enr,Asian,2122
freshman,Riverside,2020,Enr,Asian,1908
freshman,Riverside,2021,Enr,Asian,2193
freshman,Riverside,2022,Enr,Asian,2448
freshman,Riverside,2023,Enr,Asian,2138
freshman,Riverside,2024,Enr,Asian,2176
freshman,Riverside,2025,Enr,Asian,2484
freshman,Riverside,2017,Enr,Hispanic/Latino(a),1797
freshman,Riverside,2018,Enr,Hispanic/Latino(a),1680
freshman,Riverside,2019,Enr,Hispanic/Latino(a),1685
freshman,Riverside,2020,Enr,Hispanic/Latino(a),1980
freshman,Riverside,2021,Enr,Hispanic/Latino(a),1970
freshman,Riverside,2022,Enr,Hispanic/Latino(a),1922
freshman,Riverside,2023,Enr,Hispanic/Latino(a),2213
freshman,Riverside,2024,Enr,Hispanic/Latino(a),2048
freshman,Riverside,2025,Enr,Hispanic/Latino(a),2877
freshman,Riverside,2018,Enr,Pacific Islander,6
freshman,Riverside,2019,Enr,Pacific Islander,7
freshman,Riverside,2020,Enr,Pacific Islander,14
freshman,Riverside,2021,Enr,Pacific Islander,14
freshman,Riverside,2022,Enr,Pacific Islander,11
freshman,Riverside,2023,Enr,Pacific Islander,13
freshman,Riverside,2024,Enr,Pacific Islander,9
freshman,Riverside,2025,Enr,Pacific Islander,10
freshman,Riverside,2017,Enr,White,492
freshman,Riverside,2018,Enr,White,453
freshman,Riverside,2019,Enr,White,487
freshman,Riverside,2020,Enr,White,463
freshman,Riverside,2021,Enr,White,517
freshman,Riverside,2022,Enr,White,501
freshman,Riverside,2023,Enr,White,470
freshman,Riverside,2024,Enr,White,500
freshman,Riverside,2025,Enr,White,505
freshman,Riverside,2017,Enr,Unknown,101
freshman,Riverside,2018,Enr,Unknown,95
freshman,Riverside,2019,Enr,Unknown,81
freshman,Riverside,2020,Enr,Unknown,77
freshman,Riverside,2021,Enr,Unknown,78
freshman,Riverside,2022,Enr,Unknown,82
freshman,Riverside,2023,Enr,Unknown,96
freshman,Riverside,2024,Enr,Unknown,104
freshman,Riverside,2025,Enr,Unknown,87
freshman,Riverside,2017,Enr,International,135
freshman,Riverside,2018,Enr,International,131
freshman,Riverside,2019,Enr,International,157
freshman,Riverside,2020,Enr,International,128
freshman,Riverside,2021,Enr,International,165
freshman,Riverside,2022,Enr,International,307
freshman,Riverside,2023,Enr,International,258
freshman,Riverside,2024,Enr,International,197
freshman,Riverside,2025,Enr,International,217
freshman,San Diego,2017,App,African American,3989
freshman,San Diego,2018,App,African American,4327
freshman,San Diego,2019,App,African American,4554
freshman,San Diego,2020,App,African American,4806
freshman,San Diego,2021,App,African American,6187
freshman,San Diego,2022,App,African American,6794
freshman,San Diego,2023,App,African American,6672
freshman,San Diego,2024,App,African American,7023
freshman,San Diego,2025,App,African American,6906
freshman,San Diego,2017,App,American Indian,382
freshman,San Diego,2018,App,American Indian,412
freshman,San Diego,2019,App,American Indian,349
freshman,San Diego,2020,App,American Indian,387
freshman,San Diego,2021,App,American Indian,437
freshman,San Diego,2022,App,American Indian,615
freshman,San Diego,2023,App,American Indian,664
freshman,San Diego,2024,App,American Indian,685
freshman,San Diego,2025,App,American Indian,679
freshman,San Diego,2017,App,Asian,26712
freshman,San Diego,2018,App,Asian,30404
freshman,San Diego,2019,App,Asian,31070
freshman,San Diego,2020,App,Asian,31723
freshman,San Diego,2021,App,Asian,36659
freshman,San Diego,2022,App,Asian,41978
freshman,San Diego,2023,App,Asian,42938
freshman,San Diego,2024,App,Asian,44080
freshman,San Diego,2025,App,Asian,45168
freshman,San Diego,2017,App,Hispanic/Latino(a),18804
freshman,San Diego,2018,App,Hispanic/Latino(a),20815
freshman,San Diego,2019,App,Hispanic/Latino(a),21299
freshman,San Diego,2020,App,Hispanic/Latino(a),21961
freshman,San Diego,2021,App,Hispanic/Latino(a),25883
freshman,San Diego,2022,App,Hispanic/Latino(a),29114
freshman,San Diego,2023,App,Hispanic/Latino(a),29942
freshman,San Diego,2024,App,Hispanic/Latino(a),31648
freshman,San Diego,2025,App,Hispanic/Latino(a),31183
freshman,San Diego,2017,App,Pacific Islander,248
freshman,San Diego,2018,App,Pacific Islander,234
freshman,San Diego,2019,App,Pacific Islander,229
freshman,San Diego,2020,App,Pacific Islander,234
freshman,San Diego,2021,App,Pacific Islander,292
freshman,San Diego,2022,App,Pacific Islander,309
freshman,San Diego,2023,App,Pacific Islander,316
freshman,San Diego,2024,App,Pacific Islander,288
freshman,San Diego,2025,App,Pacific Islander,296
freshman,San Diego,2017,App,White,18033
freshman,San Diego,2018,App,White,19098
freshman,San Diego,2019,App,White,19210
freshman,San Diego,2020,App,White,18572
freshman,San Diego,2021,App,White,24571
freshman,San Diego,2022,App,White,25962
freshman,San Diego,2023,App,White,24856
freshman,San Diego,2024,App,White,24211
freshman,San Diego,2025,App,White,23497
freshman,San Diego,2017,App,Unknown,2368
freshman,San Diego,2018,App,Unknown,2859
freshman,San Diego,2019,App,Unknown,2555
freshman,San Diego,2020,App,Unknown,3105
freshman,San Diego,2021,App,Unknown,3221
freshman,San Diego,2022,App,Unknown,3398
freshman,San Diego,2023,App,Unknown,3538
freshman,San Diego,2024,App,Unknown,4715
freshman,San Diego,2025,App,Unknown,4774
freshman,San Diego,2017,App,International,17912
freshman,San Diego,2018,App,International,19749
freshman,San Diego,2019,App,International,19858
freshman,San Diego,2020,App,International,19274
freshman,San Diego,2021,App,International,21133
freshman,San Diego,2022,App,International,23059
freshman,San Diego,2023,App,International,21909
freshman,San Diego,2024,App,International,21800
freshman,San Diego,2025,App,International,24224
freshman,San Diego,2017,Adm,African American,782
freshman,San Diego,2018,Adm,African American,784
freshman,San Diego,2019,Adm,African American,994
freshman,San Diego,2020,Adm,African American,1099
freshman,San Diego,2021,Adm,African American,1613
freshman,San Diego,2022,Adm,African American,1237
freshman,San Diego,2023,Adm,African American,1229
freshman,San Diego,2024,Adm,African American,1369
freshman,San Diego,2025,Adm,African American,1292
freshman,San Diego,2017,Adm,American Indian,127
freshman,San Diego,2018,Adm,American Indian,108
freshman,San Diego,2019,Adm,American Indian,112
freshman,San Diego,2020,Adm,American Indian,138
freshman,San Diego,2021,Adm,American Indian,187
freshman,San Diego,2022,Adm,American Indian,153
freshman,San Diego,2023,Adm,American Indian,170
freshman,San Diego,2024,Adm,American Indian,175
freshman,San Diego,2025,Adm,American Indian,187
freshman,San Diego,2017,Adm,Asian,10697
freshman,San Diego,2018,Adm,Asian,10246
freshman,San Diego,2019,Adm,Asian,11119
freshman,San Diego,2020,Adm,Asian,14115
freshman,San Diego,2021,Adm,Asian,13889
freshman,San Diego,2022,Adm,Asian,11295
freshman,San Diego,2023,Adm,Asian,11405
freshman,San Diego,2024,Adm,Asian,12796
freshman,San Diego,2025,Adm,Asian,13518
freshman,San Diego,2017,Adm,Hispanic/Latino(a),4955
freshman,San Diego,2018,Adm,Hispanic/Latino(a),5189
freshman,San Diego,2019,Adm,Hispanic/Latino(a),5556
freshman,San Diego,2020,Adm,Hispanic/Latino(a),5764
freshman,San Diego,2021,Adm,Hispanic/Latino(a),7767
freshman,San Diego,2022,Adm,Hispanic/Latino(a),8155
freshman,San Diego,2023,Adm,Hispanic/Latino(a),8326
freshman,San Diego,2024,Adm,Hispanic/Latino(a),8901
freshman,San Diego,2025,Adm,Hispanic/Latino(a),8079
freshman,San Diego,2017,Adm,Pacific Islander,61
freshman,San Diego,2018,Adm,Pacific Islander,48
freshman,San Diego,2019,Adm,Pacific Islander,50
freshman,San Diego,2020,Adm,Pacific Islander,66
freshman,San Diego,2021,Adm,Pacific Islander,97
freshman,San Diego,2022,Adm,Pacific Islander,54
freshman,San Diego,2023,Adm,Pacific Islander,50
freshman,San Diego,2024,Adm,Pacific Islander,60
freshman,San Diego,2025,Adm,Pacific Islander,67
freshman,San Diego,2017,Adm,White,6650
freshman,San Diego,2018,Adm,White,6345
freshman,San Diego,2019,Adm,White,6677
freshman,San Diego,2020,Adm,White,7597
freshman,San Diego,2021,Adm,White,9062
freshman,San Diego,2022,Adm,White,5726
freshman,San Diego,2023,Adm,White,6105
freshman,San Diego,2024,Adm,White,6274
freshman,San Diego,2025,Adm,White,6566
freshman,San Diego,2017,Adm,Unknown,1030
freshman,San Diego,2018,Adm,Unknown,1021
freshman,San Diego,2019,Adm,Unknown,1033
freshman,San Diego,2020,Adm,Unknown,1475
freshman,San Diego,2021,Adm,Unknown,1385
freshman,San Diego,2022,Adm,Unknown,963
freshman,San Diego,2023,Adm,Unknown,983
freshman,San Diego,2024,Adm,Unknown,1479
freshman,San Diego,2025,Adm,Unknown,1604
freshman,San Diego,2017,Adm,International,5759
freshman,San Diego,2018,Adm,International,5687
freshman,San Diego,2019,Adm,International,5659
freshman,San Diego,2020,Adm,International,6379
freshman,San Diego,2021,Adm,International,6496
freshman,San Diego,2022,Adm,International,3519
freshman,San Diego,2023,Adm,International,3793
freshman,San Diego,2024,Adm,International,4862
freshman,San Diego,2025,Adm,International,7144
freshman,San Diego,2017,Enr,African American,130
freshman,San Diego,2018,Enr,African American,164
freshman,San Diego,2019,Enr,African American,179
freshman,San Diego,2020,Enr,African American,196
freshman,San Diego,2021,Enr,African American,222
freshman,San Diego,2022,Enr,African American,253
freshman,San Diego,2023,Enr,African American,266
freshman,San Diego,2024,Enr,African American,248
freshman,San Diego,2025,Enr,African American,213
freshman,San Diego,2017,Enr,American Indian,17
freshman,San Diego,2018,Enr,American Indian,20
freshman,San Diego,2019,Enr,American Indian,26
freshman,San Diego,2020,Enr,American Indian,28
freshman,San Diego,2021,Enr,American Indian,30
freshman,San Diego,2022,Enr,American Indian,24
freshman,San Diego,2023,Enr,American Indian,21
freshman,San Diego,2024,Enr,American Indian,39
