fall_term,campus,atp_code,cds_code,high_school,city,county,cde_district,zip,lat,lon,charter,applicants,admits,enrollees,admit_rate,yield_rate,applicant_gpa,admit_gpa,enrollee_gpa,adm_african_american,adm_american_indian,adm_asian,adm_domestic_unknown,adm_hispanic_latinx,adm_int_l,adm_pacific_islander,adm_white,app_african_american,app_american_indian,app_asian,app_domestic_unknown,app_hispanic_latinx,app_int_l,app_pacific_islander,app_white,enr_african_american,enr_american_indian,enr_asian,enr_domestic_unknown,enr_hispanic_latinx,enr_int_l,enr_pacific_islander,enr_white,school_type,match_method,cohort_students,graduates,grad_rate,ag_completers,ag_completion_rate,hs_completers,college_going_rate,enrolled_uc,enrolled_csu,enrolled_ccc,enrolled_in_state_private,enrolled_out_of_state,enrollment_k12,frpm_count,frpm_pct,caaspp_ela_mean_score,caaspp_mathematics_mean_score,caaspp_ela_pct_met,caaspp_mathematics_pct_met
2013,Berkeley,52448,49708624930012,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,Petaluma Joint Union High,94954-5706,38.237149,-122.60173,N,38.0,7.0,,0.1842105263157894,,3.993777778,,,,,,,,,,4.0,,,7.0,,11.0,,,17.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54611,01612590125161,CASTLEMONT HIGH SCHOOL,Oakland,Alameda,Oakland Unified,94605-4037,37.759536,-122.16291,N,27.0,,,,,3.605263158,,,,,,,,,,,9.0,,,,15.0,,,,,,,,,,,,High Schools (Public),name_city,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50500,01611500132225,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,Castro Valley Unified,94546-3400,37.705184,-122.07847,N,133.0,11.0,6.0,0.0827067669172932,0.5454545454545454,3.950580357,4.245,4.235454545,,,6.0,,,,,3.0,,,71.0,5.0,20.0,,,32.0,,,3.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54364,43694840118380,CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,Gilroy Unified,95020-9324,37.038444,-121.60013,N,21.0,5.0,,0.238095238095238,,3.953823529,,,,,3.0,,,,,,,,5.0,,10.0,,,5.0,,,,,,,,,High Schools (Public),name_city,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54047,38684780107300,CITY ARTS AND LEADERSHIP ACADEMY,San Francisco,San Francisco,San Francisco Unified,94112-3248,37.721751,-122.44486,Y,12.0,,,,,3.770384615,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50658,07100740731380,CLAYTON VALLEY CHARTER HIGH SCHOOL,Concord,Contra Costa,Contra Costa County Office of Education,94521-3799,37.950133,-121.96702,Y,35.0,8.0,3.0,0.2285714285714285,0.375,4.001968504,4.234545455,4.225714286,,,5.0,,,,,,,,8.0,,10.0,,,13.0,,,3.0,,,,,,High Schools (Public),name_city,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54412,01612590112797,COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,Oakland Unified,94621-3506,37.761975,-122.19337,N,6.0,,,,,3.786,4.21,,,,,,,,,,,,,,5.0,,,,,,,,,,,,K-12 Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50659,07617540731646,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Mt. Diablo Unified,94523-1809,37.965869,-122.07185,N,48.0,6.0,4.0,0.125,0.6666666666666666,4.037281553,4.210909091,4.19,,,,,,,,6.0,,,22.0,,7.0,,,18.0,,,,,,,,4.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50657,07617540731836,CONCORD HIGH SCHOOL,Concord,Contra Costa,Mt. Diablo Unified,94521-1059,37.976475,-121.9886,N,20.0,,,,,3.868695652,4.246,,,,,,,,,,,,,,,,,12.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50718,43694684331799,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Fremont Union High,95014-3411,37.319663,-122.01041,N,132.0,17.0,9.0,0.1287878787878787,0.5294117647058824,4.057568493,4.278333333,4.280740741,,,15.0,,,,,,,,92.0,11.0,,,,18.0,,,7.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52625,07617960732164,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,West Contra Costa Unified,94803-2599,37.967737,-122.28509,N,19.0,4.0,3.0,0.2105263157894736,0.75,3.708222222,4.15375,4.15375,,,3.0,,,,,,,,9.0,,9.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50109,07616480730465,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,Antioch Unified,94531-8486,37.96573,-121.77968,N,36.0,8.0,4.0,0.2222222222222222,0.5,3.57125,,,,,4.0,,,,,,5.0,,13.0,,6.0,,,10.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53083,43694014331955,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,Campbell Union High,95128-3529,37.303262,-121.9303,N,22.0,3.0,3.0,0.1363636363636363,1.0,3.988125,,,,,,,,,,,5.0,,,,9.0,,,5.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50755,48705324832259,DIXON HIGH SCHOOL,Dixon,Solano,Dixon Unified,95620-9301,38.436088,-121.81672,N,22.0,3.0,3.0,0.1363636363636363,1.0,3.9444,,,,,,,,,,,,,,,10.0,,,8.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53218,07618040113118,DOUGHERTY VALLEY HIGH SCHOOL,San Ramon,Contra Costa,San Ramon Valley Unified,94582-2901,37.767646,-121.90229,N,203.0,31.0,11.0,0.1527093596059113,0.3548387096774194,3.923296296,4.166136364,4.163125,,,28.0,,,,,,7.0,,164.0,10.0,6.0,,,15.0,,,9.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53164,43696660129718,DOWNTOWN COLG PREP EL PRIMERO,San Jose,Santa Clara,,,,,,7.0,,,,,3.723636364,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54355,07616480117218,DOZIER-LIBBEY MEDICAL HIGH SCH,Antioch,Contra Costa,Antioch Unified,94531-8680,37.94807,-121.76817,N,28.0,,,,,3.870689655,4.1975,,,,,,,,,,,,10.0,,7.0,,,5.0,,,,,,,,,Alternative Schools of Choice,uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,51228,43694840114496,DR TJ OWENS GILROY EARLY COLG,Gilroy,Santa Clara,Gilroy Unified,95020,36.968352,-121.56335,N,26.0,7.0,3.0,0.2692307692307692,0.4285714285714285,3.960294118,4.202857143,,,,,,4.0,,,3.0,,,5.0,,10.0,,,10.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50784,01750930132704,DUBLIN HIGH SCHOOL,Dublin,Alameda,Dublin Unified,94568-1656,37.720996,-121.92639,N,62.0,14.0,7.0,0.2258064516129032,0.5,3.906367816,4.22425,4.201111111,,,9.0,,,,,5.0,,,36.0,,6.0,,,14.0,,,4.0,,,,,3.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54105,01613090111799,EAST BAY ARTS HIGH SCHOOL,San Lorenzo,Alameda,San Lorenzo Unified,94580-1732,37.688571,-122.12252,N,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alternative Schools of Choice,uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53413,41690704132551,EL CAMINO HIGH,South San Francisco,San Mateo,South San Francisco Unified,94080-1214,37.66481,-122.44354,N,41.0,,,,,3.973934426,4.228,,,,,,,,,,,,27.0,,10.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50815,07617960732941,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,West Contra Costa Unified,94530-3299,37.906601,-122.29484,N,57.0,14.0,4.0,0.2456140350877192,0.2857142857142857,3.940840336,4.21037037,4.175,3.0,,6.0,,,,,4.0,9.0,,22.0,,8.0,,,16.0,,,3.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50947,,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,,,,,,18.0,7.0,3.0,0.3888888888888889,0.4285714285714285,,,,,,,,,,,4.0,,,,,,,,11.0,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53316,49709204930160,ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,Santa Rosa High,95407-7713,38.401892,-122.73463,N,6.0,,,,,3.895625,,,,,,,,,,,,,,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50015,,ENCINAL HIGH SCHOOL,Alameda,Alameda,,,,,,43.0,8.0,5.0,0.1860465116279069,0.625,4.034918033,4.256,,,,5.0,,,,,,,,27.0,,,,,8.0,,,3.0,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54285,01100170112607,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,Alameda County Office of Education,94612-3355,37.80452,-122.26815,Y,5.0,,,,,3.736666667,,,,,,,,,,,,,,,,,,,,,,,,,,,K-12 Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54429,,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,,,,,,12.0,,,,,4.007272727,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53169,43694274330692,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,East Side Union High,95148-3122,37.325201,-121.77866,N,158.0,24.0,16.0,0.1518987341772152,0.6666666666666666,3.910454545,4.2003125,4.159090909,,,18.0,4.0,,,,,,,124.0,15.0,11.0,,,5.0,,,12.0,3.0,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50911,48705404833000,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,Fairfield-Suisun Unified,94533-1626,38.276688,-122.03104,N,13.0,,,,,3.529411765,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52213,,FAME PUBLIC CHARTER SCHOOL,Newark,Alameda,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52497,01751010130096,FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Pleasanton Unified,94588-9799,37.671579,-121.91994,N,135.0,19.0,13.0,0.1407407407407407,0.6842105263157895,3.966806723,4.167222222,4.1475,,,16.0,,,,,,,,93.0,6.0,6.0,,,26.0,,,11.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50372,07617210730457,FREEDOM HIGH SCHOOL,Oakley,Contra Costa,Liberty Union High,94561-3843,37.969082,-121.71575,N,23.0,,,,,3.849,4.168,,,,,,,,,,,,,,13.0,,,6.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52205,01612590125716,FREMONT HIGH SCHOOL,Oakland,Alameda,Oakland Unified,94601-4618,37.7744,-122.20972,N,19.0,5.0,5.0,0.2631578947368421,1.0,3.6945,,,,,,,3.0,,,,,,,,9.0,,,,,,,,3.0,,,,High Schools (Public),name_city,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53460,43694684332474,FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,Fremont Union High,94087-2556,37.352616,-122.035,N,57.0,10.0,5.0,0.175438596491228,0.5,4.041527778,4.17,4.196,,,5.0,,,,,3.0,,,31.0,,9.0,,,14.0,,,3.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52945,38684783831765,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,San Francisco Unified,94109-1004,37.803401,-122.42408,N,128.0,19.0,14.0,0.1484375,0.7368421052631579,3.856549708,4.174,4.152,,,15.0,,,,,,,,113.0,6.0,5.0,,,,,,11.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52947,38684783830437,GATEWAY HIGH SCHOOL,San Francisco,San Francisco,San Francisco Unified,94115-3510,37.783129,-122.43773,Y,13.0,,,,,3.955957447,4.234,,,,,,,,,,,,,,,,,8.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52950,38684783839081,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,San Francisco Unified,94121-2733,37.777781,-122.49203,N,90.0,10.0,7.0,0.1111111111111111,0.7,3.964657534,4.218095238,4.213333333,,,10.0,,,,,,,,78.0,,,,,,,,7.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,51040,43694844332839,GILROY HIGH SCHOOL,Gilroy,Santa Clara,Gilroy Unified,95020-6333,36.997203,-121.57599,N,13.0,3.0,,0.2307692307692307,,3.855142857,,,,,,,,,,,,,,,6.0,,,5.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,51423,01612000133397,GRANADA HIGH SCHOOL,Livermore,Alameda,Livermore Valley Joint Unified,94550-4066,37.675206,-121.78984,N,37.0,12.0,8.0,0.3243243243243243,0.6666666666666666,4.052909091,4.254545455,4.2375,,,6.0,,,,,4.0,,,12.0,,7.0,,,15.0,,,4.0,,,,,3.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,51120,41688904132817,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,Cabrillo Unified,94019,37.473215,-122.42846,N,30.0,4.0,,0.1333333333333333,,4.15,4.305714286,,,,,,,,,3.0,,,,,5.0,,,21.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,51150,01611920133629,HAYWARD HIGH SCHOOL,Hayward,Alameda,Hayward Unified,94541-5314,37.672677,-122.06992,N,31.0,3.0,3.0,0.0967741935483871,1.0,3.724,,,,,,,,,,,,,6.0,,18.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,51160,49753904932554,HEALDSBURG HIGH SCHOOL,Healdsburg,Sonoma,Healdsburg Unified,95448-3449,38.621437,-122.86803,N,12.0,5.0,5.0,0.4166666666666667,1.0,3.886190476,4.111428571,4.088333333,,,,,,,,5.0,,,,,,,,10.0,,,,,,,,5.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52347,43696414332904,HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,Palo Alto Unified,94306-3827,37.399966,-122.13179,N,213.0,49.0,22.0,0.2300469483568075,0.4489795918367347,4.074015444,4.22025,4.213333333,,,33.0,9.0,,,,6.0,,,139.0,16.0,5.0,,,48.0,,,15.0,6.0,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53088,43696664330080,HENRY T GUNDERSON HIGH SCHOOL,San Jose,Santa Clara,San Jose Unified,95136-2830,37.258238,-121.85269,N,19.0,3.0,,0.1578947368421052,,4.061666667,,,,,,,,,,,,,7.0,,8.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,51206,07617960730598,HERCULES HIGH SCHOOL,Hercules,Contra Costa,West Contra Costa Unified,94547-1554,37.99974,-122.25197,N,22.0,3.0,3.0,0.1363636363636363,1.0,3.866851852,4.2225,4.231818182,,,3.0,,,,,,,,17.0,,,,,,,,3.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50386,07617210107797,HERITAGE HIGH SCHOOL,Brentwood,Contra Costa,Liberty Union High,94513-4604,37.925177,-121.75251,N,31.0,3.0,,0.0967741935483871,,3.828157895,4.135714286,4.108,,,,,,,,,,,10.0,,6.0,,,15.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53165,41690474133070,HILLSDALE HIGH SCHOOL,San Mateo,San Mateo,San Mateo Union High,94403-3800,37.532228,-122.31511,N,56.0,9.0,4.0,0.1607142857142857,0.4444444444444444,4.047247706,4.254666667,4.252857143,,,6.0,,,,,,,,26.0,,5.0,,,23.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53462,43694684333316,HOMESTEAD HIGH SCHOOL,Cupertino,Santa Clara,Fremont Union High,95014-0203,37.3366,-122.04887,N,192.0,44.0,26.0,0.2291666666666666,0.5909090909090909,4.066494845,4.258076923,4.241052632,,,27.0,5.0,,,,11.0,,,117.0,10.0,,,,59.0,,,19.0,,,,,6.0,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54255,01611920137646,IMPACT ACAD ARTS/TECHNOLOGY,Hayward,Alameda,Hayward Unified,94545-3451,37.63089,-122.10291,Y,21.0,4.0,3.0,0.1904761904761904,0.75,3.894666667,,,3.0,,,,,,,,5.0,,5.0,,5.0,,,,,,,,,,,,K-12 Schools (Public),fuzzy_name_city,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53087,43694274330031,INDEPENDENCE HIGH SCHOOL,San Jose,Santa Clara,East Side Union High,95133-1703,37.370953,-121.85602,N,90.0,8.0,4.0,0.0888888888888888,0.5,3.975897436,4.215,,,,8.0,,,,,,,,86.0,,,,,,,,4.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52956,,INTERNATIONAL STUDIES ACADEMY,San Francisco,San Francisco,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50968,01611760134270,IRVINGTON HIGH SCHOOL,Fremont,Alameda,Fremont Unified,94538-3353,37.522654,-121.96902,N,164.0,26.0,14.0,0.1585365853658536,0.5384615384615384,3.941671924,4.124193548,4.108461538,,,23.0,,,,,,,,132.0,13.0,,,,9.0,,,13.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53090,43694274333639,JAMES LICK HIGH SCHOOL,San Jose,Santa Clara,East Side Union High,95127-1933,37.368046,-121.83009,N,25.0,4.0,,0.16,,4.111333333,,,,,,,,,,,,,13.0,,12.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50969,01612420134668,JAMES LOGAN HIGH SCHOOL,Union City,Alameda,New Haven Unified,94587-3321,37.592494,-122.02604,N,138.0,20.0,15.0,0.144927536231884,0.75,3.908333333,4.266315789,4.26,,,13.0,,,,,3.0,5.0,,95.0,,19.0,,,13.0,,,10.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50720,41689244133393,JEFFERSON HIGH SCHOOL,Daly City,San Mateo,Jefferson Union High,94014-2035,37.695804,-122.46473,N,15.0,3.0,,0.2,,3.936170213,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53690,48705814830147,JESSE M BETHEL HIGH SCHOOL,Vallejo,Solano,Vallejo City Unified,94591-8367,38.116993,-122.2019,N,26.0,,,,,3.816206897,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50966,01611760134452,JOHN F KENNEDY HIGH SCHOOL,Fremont,Alameda,Fremont Unified,94538-1913,37.528399,-121.98312,N,41.0,6.0,4.0,0.1463414634146341,0.6666666666666666,3.884347826,4.173333333,,,,4.0,,,,,,,,25.0,,9.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52630,07617960733659,JOHN F KENNEDY HIGH SCHOOL,Richmond,Contra Costa,West Contra Costa Unified,94804-3399,37.925364,-122.32931,N,18.0,,,,,3.731,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52960,38684783834769,JOHN O'CONNELL HIGH SCHOOL,San Francisco,San Francisco,San Francisco Unified,94110-2010,37.759631,-122.41468,N,10.0,,,,,3.515,,,,,,,,,,,,,,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50710,07616970737023,JOHN SWETT HIGH SCHOOL,Crockett,Contra Costa,John Swett Unified,94525-1426,38.052381,-122.22105,N,8.0,,,,,3.923571429,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53884,38684780102103,JUNE JORDAN SCHOOL FOR EQUITY,San Francisco,San Francisco,San Francisco Unified,94112-2866,37.719997,-122.4255,N,13.0,,,,,3.854,,,,,,,,,,,,,,,,,,,,,,,,,,,Alternative Schools of Choice,uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54231,01613090114421,KIPP KING COLLEGIATE HIGH SCH,San Lorenzo,Alameda,San Lorenzo Unified,94580-1315,37.674319,-122.15009,Y,27.0,4.0,,0.1481481481481481,,3.963647059,4.24,4.232857143,,,,,,,,,5.0,,15.0,,7.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54377,43694270116889,KIPP SAN JOSE COLLEGIATE,San Jose,Santa Clara,East Side Union High,95133-1703,37.368245,-121.86008,Y,13.0,,,,,3.868727273,4.282,,,,,,,,,,,,,,9.0,,,,,,,,,,,,High Schools (Public),name_city,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53680,07616300733725,LAS LOMAS HIGH SCHOOL,Walnut Creek,Contra Costa,Acalanes Union High,94596-5319,37.890139,-122.05741,N,47.0,11.0,4.0,0.2340425531914893,0.3636363636363636,4.013783784,4.243157895,4.246363636,,,3.0,,,,,5.0,,,9.0,,,,,31.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53208,43694274330668,LATINO COLLEGE PREP ACADEMY,San Jose,Santa Clara,East Side Union High,95127-3823,37.35905,-121.816,Y,12.0,,,,,3.8576,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52968,,LEADERSHIP HIGH SCHOOL,San Francisco,San Francisco,,,,,,10.0,3.0,,0.3,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54140,,LEADERSHIP PUB SCH COLG PARK,Oakland,Alameda,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,
2013,Berkeley,51231,01611920108670,LEADERSHIP PUBLIC SCH HAYWARD,Hayward,Alameda,Hayward Unified,94545-4600,37.624193,-122.0879,Y,22.0,,,,,3.835555556,4.236666667,4.236666667,,,,,,,,,,,6.0,,11.0,,,,,,,,,,,,High Schools (Public),fuzzy_name_city,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53970,07617960101477,LEADERSHIP PUBLIC SCH RICHMOND,Richmond,Contra Costa,West Contra Costa Unified,94801-2411,37.934059,-122.3611,Y,19.0,,,,,3.808709677,4.165714286,,,,,,,,,,,,,,18.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53961,,LEADERSHIP PUBLIC SCHOOLS-ESJ,San Jose,Santa Clara,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53092,43694014330239,LEIGH HIGH SCHOOL,San Jose,Santa Clara,Campbell Union High,95124-5616,37.24331,-121.92258,N,47.0,11.0,6.0,0.2340425531914893,0.5454545454545454,3.983516484,4.173636364,4.135,,,8.0,,,,,3.0,,,18.0,,,,,21.0,,,4.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,53091,43696664333522,LELAND HIGH SCHOOL,San Jose,Santa Clara,San Jose Unified,95120-2142,37.220338,-121.84737,N,169.0,24.0,8.0,0.1420118343195266,0.3333333333333333,4.02356383,4.260645161,4.26125,,,18.0,,,,,4.0,,,112.0,8.0,10.0,,,35.0,,,5.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,50375,07617210733980,LIBERTY HIGH SCHOOL,Brentwood,Contra Costa,Liberty Union High,94513-1132,37.934897,-121.6951,N,19.0,,,,,3.842903226,4.023333333,,,,,,,,,,,,,,,,,10.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52212,01612590130575,LIFE ACADEMY HIGH SCHOOL,Oakland,Alameda,Oakland Unified,94601-3124,37.784286,-122.21676,N,11.0,4.0,,0.3636363636363636,,3.552631579,,,,,,,3.0,,,,,,,,9.0,,,,,,,,,,,,K-12 Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,54151,01612590108944,LIGHTHOUSE COMMUNITY CHAR HS,Oakland,Alameda,Oakland Unified,94621-1418,37.73705,-122.19663,Y,6.0,,,,,3.641428571,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,52060,43695834333951,LIVE OAK HIGH SCHOOL,Morgan Hill,Santa Clara,Morgan Hill Unified,95037-3217,37.146484,-121.63401,N,20.0,,,,,3.898055556,4.2,4.162,,,,,,,,,,,,,8.0,,,7.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,51425,01612000134536,LIVERMORE HIGH SCHOOL,Livermore,Alameda,Livermore Valley Joint Unified,94550-3298,37.680526,-121.76173,N,28.0,5.0,,0.1785714285714285,,4.054776119,4.235,4.226,,,,,,,,3.0,,,6.0,,,,,17.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
2013,Berkeley,51510,43696094334116,LOS ALTOS HIGH SCHOOL,Los Altos,Santa Clara,Mountain View-Los Altos Union High,94022-2206,37.384992,-122.10918,N,117.0,24.0,6.0,0.2051282051282051,0.25,4.05780083,4.2378125,4.243157895,,,11.0,,,,,11.0,,,50.0,8.0,7.0,,,50.0,,,4.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,,,,,,,,,,,,,,
